date,ticker,close,adj_close,volume,unadjusted_volume,est_net_mean_1,est_net_low_1,est_net_high_1,est_net_mean_2,est_net_low_2,est_net_high_2,est_net_mean_3,est_net_low_3,est_net_high_3,est_eps_mean_1,est_eps_low_1,est_eps_high_1,est_eps_mean_2,est_eps_low_2,est_eps_high_2,est_eps_mean_3,est_eps_low_3,est_eps_high_3,adj_dividend_ex,adj_dividend_pay,adj_dividend_dec,weighted_average_shs_out,weighted_average_shs_out_dil,revenue,net_income,cost_of_revenue,gross_profit,gross_profit_ratio,operating_expenses,interest_expense,depreciation_and_amortization,operating_income,cash_and_short_term_investments,net_receivables,inventory,total_current_assets,property_plant_equipment_net,goodwill,intangible_assets,goodwill_and_intangible_assets,total_noncurrent_assets,total_assets,total_current_liabilities,total_noncurrent_liabilities,total_liabilities,retained_earnings,total_stockholders_equity,total_liabilities_and_stockholders_equity,change_in_working_capital,net_cash_provided_by_operating_activities,net_cash_used_for_investing_activites,debt_repayment,common_stock_issued,common_stock_repurchased,net_cash_used_provided_by_financing_activities,net_change_in_cash,capital_expenditure,free_cash_flow,ia_eps_mean,eps_actual,ia_eps_high,ia_eps_low,ia_rps_mean,ia_rps_high,ia_rps_low,rps_actual,ia_net_margin_mean,ia_net_margin_high,ia_net_margin_low,unleveraged_net_tangible_asseets,net_tangible_asseets,ulnta_ps,rev_oulnta,earnings_oulnta,debt_ratio,current_ratio,debt_to_nta,apc_1m_mean,apc_1q_mean,apc_2q_mean,ia_apc_1m_mean,ia_apc_1q_mean,ia_apc_2q_mean,derive_datetime
2003-05-31,AJRD,7.927142838095238,7.059181804761905,123871.42857142857,123871.42857142857,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,43050000.0,,,,,,,,,,,,,,,,,,161500000.0,,1771500000.0,,,1377500000.0,,,,,,,,,,,,,,,,,,,,,,,,,2987500000.0,232500000.0,69.39605110336818,,,0.7775896133220435,,5.924731182795699,,,,,,,2022-11-09 16:29:20+0000
2003-05-31,LHX,13.77653370952381,9.598931857142857,640196.0476190476,640196.0476190476,,,,,,,,,,,,,,,,,,,0.0017995238095238095,0.0,0.0,132217036.83333333,,,,,,,,,,,,,,,,,,226916666.66666666,,2061583333.3333333,,,881333333.3333333,,,,,,,,,,,,,,,,,,,,,,,,,2716000000.0,953333333.3333334,20.541982070159868,,,0.4275031327054448,,0.9244755244755244,,,,,,,2022-11-09 16:33:54+0000
2003-05-31,WWD,6.425476147619047,5.403120828571429,156514.2857142857,156514.2857142857,,,,,,,,,,,,,,,,,,,0.0019047619047619048,0.0,0.0,67634000.0,,,,,,,,,,,,,,,,,,206616333.33333334,,604797666.6666666,,,245961333.33333334,,,,,,,,,,,,,,,,,,,,,,,,,644142666.6666666,152219999.9999999,9.523947521463564,,,0.40668366776106396,,1.6158279682915089,,,,,,,2022-11-09 16:39:17+0000
2003-05-31,LMT,48.473809376190474,28.45447893333333,1986142.857142857,1986142.857142857,1029.23,987.0,1049.83,1150.44,1111.0,1196.0,1426.0,1426.0,1426.0,2.3,2.25,2.35,2.45,2.3,2.6,2.88,2.75,3.0,0.003870967741935484,0.0,0.0,445683333.3333333,,,,,,,,,,,,,,,,,,8399000000.0,,25931750000.0,,,19695500000.0,,,,,,,,,,,,,,2.4820809957924266,,2.4972983870967744,2.4668636044880787,61.291852726085295,61.92686114576936,59.6492928136732,,0.04049609997734779,0.04032657785154644,0.04135612491155315,37228250000.0,-2162750000.0,83.53072061628211,0.7337642040422918,0.02971458856669567,0.7595129522689368,,-9.106692867876546,-0.09162235982251965,-0.07811688071538499,-0.0036319280219861785,0.004328160963432137,-0.0028354335983959236,-0.0028800671597848104,2022-11-09 16:33:57+0000
2003-05-31,RTX,20.667535976190475,13.558620180952381,7969833.857142857,7969833.857142857,,,,,,,,,,,,,,,,,,,0.004045714285714285,0.0,0.0,945966666.6666666,,,,,,,,,,,,,,,,,,7959333333.333333,,31405833333.333332,,,21015166666.666668,,,,,,,,,,,,,,,,,,,,,,,,,44461666666.666664,2431333333.333331,47.0013037809648,,,0.6691485127497546,,8.643474088291756,,,,,,,2022-11-09 16:36:09+0000
2003-05-31,HEI,1.5916567095238094,1.4374992238095239,259338.14285714287,259338.14285714287,16.6,15.3,19.0,20.0,18.09,21.9,,,,0.12,0.1,0.13,0.15,0.12,0.19,,,,0.0,0.0,0.0,116802293.08333333,,,,,,,,,,,,,,,,,,189025833.33333334,,334530666.6666667,,,79401500.0,,,,,,,,,,,,,,0.12158314917127072,,0.12158314917127072,0.1174671270718232,1.5356267606571858,1.5453702800453184,1.5276931442618602,,0.0791749351380397,0.0786757392329981,0.07689183362054042,224906333.33333334,66103333.33333334,1.9255301192834675,0.7975085641499218,0.06314268883860125,0.23735193186075615,,1.2011724068377791,-0.0016962867361494105,-0.09991986499996526,0.09723197432322873,0.01839657192272326,0.021214887046162628,0.021828316977228424,2022-11-09 16:32:27+0000
2003-05-31,HXL,3.385714295238095,3.2206086333333337,30871.428571428572,30871.428571428572,,,,,,,,,,-0.35,-0.45,-0.25,-0.01,-0.22,0.2,0.75,0.75,0.75,0.0,0.0,0.0,38483333.333333336,,,,,,,,,,,,,,,,,,75441666.66666667,,714183333.3333334,,,827416666.6666666,,,,,,,,,,,,,,,,,,,,,,,,,1466158333.3333333,-188674999.99999994,38.098527501082714,,,1.1585493920795313,,-4.385407004990947,,,,,,,2022-11-09 16:32:39+0000
2003-05-31,TDG,,,,,,,,,,,,,,,,,,,,,,,,,,4951933.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09 16:36:38+0000
2003-05-31,CW,14.500714257142858,12.522865214285714,144190.47619047618,144190.47619047618,,,,,,,,,,1.26,1.26,1.26,1.41,1.41,1.41,1.6,1.6,1.6,0.0,0.0,0.0,40989738.0,,,,,,,,,,,,,,,,,,230267583.33333334,,879899416.6666666,,,440482666.6666667,,,,,,,,,,,,,,,,,,,,,,,,,1090114500.0,209149166.6666666,26.594815024189714,,,0.5006057037011712,,2.106069432103882,,,,,,,2022-11-09 16:30:48+0000
2003-05-31,GD,31.57285736190476,20.800911576190476,3655542.8571428573,3655542.8571428573,973.34,917.0,1129.0,1043.93,951.0,1281.0,1082.0,1082.0,1082.0,2.43,2.33,2.58,2.64,2.42,2.83,2.96,2.77,3.08,0.0,0.0,0.0,399741500.0,,,,,,,,,,,,,,,,,,5337916666.666667,,13586000000.0,,,8086166666.666666,,,,,,,,,,,,,,2.5047332506203475,,2.5490934065934066,2.4739285714285715,35.41529656911924,35.62982522510117,35.140154379712946,,0.0707246160068691,0.07154380888732435,0.07040175591422033,16334249999.999996,161916666.66666698,40.862032088237015,0.8667042425262612,0.061297324744194186,0.5951837676039059,,49.940298507462586,-0.03514064542586126,-0.06774636467744184,0.009651756682067985,0.0024446062486689346,0.004440411510765315,0.0043432489245257,2022-11-09 16:31:40+0000
2003-05-31,BA,29.206666571428574,19.717410333333333,4381733.333333333,4381733.333333333,1562.36,1411.0,2082.0,1589.72,1297.0,1770.0,1730.5,1376.0,2085.0,1.79,1.7,1.92,2.04,1.6,2.25,2.47,1.7,3.0,0.005483870967741936,0.0,0.0,799458333.3333334,,,,,,,,,,,,,,,,,,3496333333.3333335,,52630750000.0,,,44750166666.666664,,,,,,,,,,,,,,2.542698511166253,,2.587813718539525,2.508021978021978,65.85227661512441,66.15740995168598,65.46081240534792,,0.038612158027992415,0.03911600711740947,0.03831333412869592,93884583333.33333,4384250000.000002,117.43524261218532,0.5607539538415485,0.02165192028055143,0.8502665583649609,,10.207028948318788,-0.05363412645626486,-0.03885027992015144,-0.11906645986647306,-0.04806458760302712,-0.042325788044105174,-0.033936120958615756,2022-11-09 16:29:47+0000
2003-06-30,CW,15.323928561904763,13.233796933333332,153942.85714285713,153942.85714285713,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,41036715.0,,,,,,,,,,,,,,,,,,235704500.0,,893294500.0,,,448240000.0,,,,,,,,,,,,,,,,,,,,,,,,,1105830000.0,209350000.0,26.947332407089604,,,0.5017830066120411,,2.1411034153331743,,,,,,,2022-11-09 16:30:48+0000
2003-06-30,HXL,3.914285723809524,3.7234040190476194,32452.380952380954,32452.380952380954,,,,,,,,,,-0.45,-0.45,-0.45,-0.22,-0.22,-0.22,,,,0.0,0.0,0.0,38500000.0,,,,,,,,,,,,,,,,,,75650000.0,,715400000.0,,,825800000.0,,,,,,,,,,,,,,,,,,,,,,,,,1465550000.0,-186050000.0,38.066233766233765,,,1.1543192619513558,,-4.438591776404192,,,,,,,2022-11-09 16:32:39+0000
2003-06-30,GD,35.975952142857146,23.7017697,3775628.5714285714,3775628.5714285714,970.68,917.0,1129.0,1053.95,951.0,1281.0,1082.0,1082.0,1082.0,2.44,2.33,2.58,2.67,2.45,2.83,3.01,2.95,3.08,0.0,0.005333333333333333,0.005333333333333333,399147000.0,,,,,,,,,,,,,,,,,,5591500000.0,,13957000000.0,,,8397000000.0,,,,,,,,,,,,,,2.495004120879121,,2.552864010989011,2.4575892857142856,35.700397120210496,35.947949524338675,35.35180771621857,,0.06988729319951077,0.07101556680612857,0.06951806553832328,16762500000.0,-31500000.0,41.995806056415304,0.8500943420934025,0.05941079253312684,0.6016335888801319,,-266.57142857142856,-0.009224627836644239,-0.04663692606993819,0.012368585619602333,0.0033052589152285927,0.004371786528521049,0.00430778145597821,2022-11-09 16:31:40+0000
2003-06-30,AJRD,8.122857228571428,7.233466966666667,200766.66666666666,200766.66666666666,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,43091666.666666664,,,,,,,,,,,,,,,,,,167416666.6666667,,1794083333.3333333,,,1394416666.6666667,,,,,,,,,,,,,,,,,,,,,,,,,3021083333.3333335,232249999.99999982,70.1082962676465,,,0.7772307120627991,,6.003946896304274,,,,,,,2022-11-09 16:29:20+0000
2003-06-30,LHX,14.766774047619048,10.312239957142857,674710.6666666666,674710.6666666666,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,132222222.0,132222222.0,2092700000.0,59500000.0,1575600000.0,517100000.0,0.247097051655755,431900000.0,0.0,56400000.0,85200000.0,466000000.0,425000000.0,379000000.0,1358000000.0,289000000.0,228000000.0,0.0,228000000.0,722000000.0,2080000000.0,496000000.0,401000000.0,897000000.0,905000000.0,1183200000.0,2080200000.0,134000000.0,152800000.0,-29300000.0,0.0,2300000.0,-6000000.0,95000000.0,216400000.0,-73000000.0,79800000.0,,,,,,,,,,,,2749000000.0,955000000.0,20.790756337463456,,,0.43125,2.7379032258064515,0.9392670157068063,,,,,,,2022-11-09 16:33:54+0000
2003-06-30,RTX,22.418562390476193,14.732021604761904,7435279.095238095,7435279.095238095,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,946200000.0,,,,,,,,,,,,,,,,,,8155000000.0,,31869000000.0,,,21189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,44903000000.0,2525000000.0,47.45614035087719,,,0.6648780947001789,,8.391683168316831,,,,,,,2022-11-09 16:36:09+0000
2003-06-30,BA,34.56476219047619,23.390931285714288,5162900.0,5162900.0,1443.94,1372.0,1604.0,1579.56,1297.0,1770.0,1751.67,1376.0,2085.0,1.79,1.7,1.92,2.02,1.6,2.25,2.42,1.7,3.0,0.0,0.005666666666666667,0.005666666666666667,799550000.0,,,,,,,,,,,,,,,,,,3418000000.0,,52688500000.0,,,44771000000.0,,,,,,,,,,,,,,2.44625,,2.4949999999999997,2.4125,65.33129921638614,65.72712775936465,64.95231692827215,,0.037443767831674184,0.03795997307435236,0.03714263191972291,94041500000.0,4499500000.0,117.61803514476894,0.5554530743178441,0.02079825595614702,0.849730016986629,,9.950216690743416,-0.07402031930591718,-0.05273933797900596,-0.1285721133874212,-0.04695372398748615,-0.04320505612606518,-0.03631746884128164,2022-11-09 16:29:47+0000
2003-06-30,LMT,47.655714123809524,28.03915950476191,2165438.095238095,2165438.095238095,1031.76,987.0,1058.0,1138.73,1048.0,1196.0,1426.0,1426.0,1426.0,2.3,2.25,2.35,2.44,2.25,2.6,2.88,2.75,3.0,0.0,0.0,0.0,445800000.0,,,,,,,,,,,,,,,,,,8440000000.0,,25966500000.0,,,19656000000.0,,,,,,,,,,,,,,2.4715760869565218,,2.4909375000000002,2.4522146739130433,61.91564825448145,62.71787894747108,59.637772592505904,,0.03991843995233676,0.039716545613512656,0.04111848191696531,37182500000.0,-2129500000.0,83.4062359802602,0.7423383578793203,0.029632989163321924,0.7569753336029115,,-9.230335759567973,-0.0486678830758846,-0.06001601211885113,-0.0004077219153613698,0.005136662213025944,-0.000640284333142005,-0.0011150210353038982,2022-11-09 16:33:57+0000
2003-06-30,HEI,1.9185763285714286,1.7327555285714287,157231.38095238095,157231.38095238095,14.14,11.6,15.51,20.0,18.09,21.9,,,,0.1,0.1,0.1,0.15,0.14,0.15,,,,0.0,0.000159,0.000159,117818250.66666667,,,,,,,,,,,,,,,,,,188960666.66666666,,334273333.3333333,,,77751000.0,,,,,,,,,,,,,,0.12422030386740332,,0.11588881215469614,0.11926174033149171,1.508495829579387,1.530209464066943,1.4955946259970196,,0.0823471311167228,0.07573395334171472,0.07974202250960039,223063666.66666666,67561666.66666666,1.8932861878739147,0.7967605950125101,0.06561094918613324,0.23259707624498915,,1.1508153045365963,-0.13015516764116958,-0.13959341088652139,0.046396828199026095,0.01120952267938874,0.016916783643635525,0.01886067638703272,2022-11-09 16:32:27+0000
2003-06-30,WWD,6.907857123809523,5.8252220476190475,197600.0,197600.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,67594500.0,,,,,,,,,,,,,,,,,,209690000.0,,607598000.0,,,248269750.0,,,,,,,,,,,,,,,,,,,,,,,,,646177750.0,149638250.0,9.55962023537418,,,0.4086085701401255,,1.6591329422791299,,,,,,,2022-11-09 16:39:17+0000
