date,ticker,close,adj_close,volume,unadjusted_volume,est_net_mean_1,est_net_low_1,est_net_high_1,est_net_mean_2,est_net_low_2,est_net_high_2,est_net_mean_3,est_net_low_3,est_net_high_3,est_eps_mean_1,est_eps_low_1,est_eps_high_1,est_eps_mean_2,est_eps_low_2,est_eps_high_2,est_eps_mean_3,est_eps_low_3,est_eps_high_3,adj_dividend_ex,adj_dividend_pay,adj_dividend_dec,weighted_average_shs_out,weighted_average_shs_out_dil,revenue,net_income,cost_of_revenue,gross_profit,gross_profit_ratio,operating_expenses,interest_expense,depreciation_and_amortization,operating_income,cash_and_short_term_investments,net_receivables,inventory,total_current_assets,property_plant_equipment_net,goodwill,intangible_assets,goodwill_and_intangible_assets,total_noncurrent_assets,total_assets,total_current_liabilities,total_noncurrent_liabilities,total_liabilities,retained_earnings,total_stockholders_equity,total_liabilities_and_stockholders_equity,change_in_working_capital,net_cash_provided_by_operating_activities,net_cash_used_for_investing_activites,debt_repayment,common_stock_issued,common_stock_repurchased,net_cash_used_provided_by_financing_activities,net_change_in_cash,capital_expenditure,free_cash_flow,ia_eps_mean,eps_actual,ia_eps_high,ia_eps_low,ia_rps_mean,ia_rps_high,ia_rps_low,rps_actual,ia_net_margin_mean,ia_net_margin_high,ia_net_margin_low,unleveraged_net_tangible_asseets,net_tangible_asseets,ulnta_ps,rev_oulnta,earnings_oulnta,debt_ratio,current_ratio,debt_to_nta,apc_1m_mean,apc_1q_mean,apc_2q_mean,ia_apc_1m_mean,ia_apc_1q_mean,ia_apc_2q_mean,derive_datetime
2020-09-30,WWD,81.47285753809524,80.67495545238096,330780.95238095237,330780.95238095237,234.74,213.5,243.0,209.78,187.0,260.2,,,,3.74,3.65,3.9,3.24,2.62,4.1,,,,0.0,0.0027,0.0027,62267000.0,64209000.0,2495665000.0,240395000.0,1855422000.0,640243000.0,0.256542043904129,350844000.0,35811000.0,131158000.0,289399000.0,149773000.0,566866000.0,437943000.0,1210865000.0,997415000.0,808252000.0,606711000.0,1414963000.0,2692471000.0,3903336000.0,392332000.0,1518327000.0,1910659000.0,2427905000.0,1992677000.0,3903336000.0,254741000.0,349491000.0,-6880000.0,-1512336000.0,24969000.0,-13346000.0,-290242000.0,54197000.0,-47087000.0,302404000.0,3.9403542234332423,,4.072234332425068,3.8661716621253404,41.01988419913908,41.31034639916903,40.29472824006698,,0.09605961353532885,0.09857662032354642,0.09594733184677544,4399032000.0,577714000.0,70.64788732394366,0.5806243576831887,0.05577455140824565,0.4894938585866039,3.086327396184864,3.307274879957903,0.025538001147868916,0.01715953186971675,-0.18695564628622569,-0.019997474637142743,-0.02900414445220878,-0.052780895596087465,2022-11-09 16:39:17+0000
2020-09-30,RTX,60.10666693333333,57.593491690476185,8345485.714285715,8345485.714285715,4269.43,3134.0,4898.0,5586.5,4204.0,6679.0,,,,2.87,2.12,3.62,3.85,3.34,4.85,,,,0.0,0.0,0.0,1232100000.0,,,,,,,,,,,,,,,,,,89645250000.0,,156543750000.0,,,90097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,156995500000.0,-23198500000.0,127.42106971836702,,,0.575538787080289,,-3.8837424833502165,0.00654687443897034,-0.025361251227767407,-0.0901199689981644,,,,2022-11-09 16:36:09+0000
2020-09-30,HXL,36.93571417619047,36.80532690952381,784880.9523809524,784880.9523809524,89.48,64.9,179.9,134.04,80.9,190.0,,,,0.97,0.8,1.2,1.46,0.95,1.95,,,,0.0,0.0,0.0,84075000.0,,,,,,,,,,,,,,,,,,278450000.0,,2970500000.0,,,1476325000.0,,,,,,,,,,,,,,2.0941792717086836,,2.072983193277311,2.0098179271708685,22.864871861719216,23.469704004111307,21.964330900364907,,0.09158937274495715,0.088325919786384,0.09150371738105066,4168375000.0,1215725000.0,49.579244721974426,0.46117830132222826,0.04223903134168772,0.4969954553105538,,1.2143576877994613,-0.27108815907225803,-0.19797874903809418,-0.35524608237293176,-0.13676856484648192,-0.1482465586781538,-0.09940304339260028,2022-11-09 16:32:39+0000
2020-09-30,BA,162.51428733333333,162.51428733333333,22075971.42857143,22075971.42857143,-5451.84,-6487.0,-4153.0,2355.75,-1774.34,6486.0,,,,-9.51,-12.45,-5.36,4.2,-3.1,11.47,,,,0.0,0.0,0.0,568436986.75,,,,,,,,,,,,,,,,,,11042500000.0,,147508250000.0,,,163139500000.0,,,,,,,,,,,,,,-7.219461538461538,,-4.666826923076924,-8.812664835164835,118.34826150427905,127.67179429358058,111.93313998965746,,-0.06100183852891247,-0.03655331194253902,-0.07873150736215492,299605250000.0,-26673750000.0,527.0685352706774,0.22454055513577753,-0.01369738668758507,1.1059686492111458,,-6.116106659168659,0.05753884171194973,0.04241632707588298,-0.44703010810090754,0.2943727386411392,0.21880795373718961,0.12104125524274807,2022-11-09 16:29:47+0000
2020-09-30,BWXT,57.4547616952381,55.9535309952381,562676.1904761905,562676.1904761905,273.88,267.58,279.0,295.06,284.5,301.0,,,,2.88,2.84,2.92,3.11,2.96,3.25,,,,0.0,0.0,0.0,95437248.25,,,,,,,,,,,,,,,,,,474067750.0,,2197355500.0,,,1633001500.0,,,,,,,,,,,,,,2.7660714285714287,,2.788543956043956,2.743598901098901,20.723727600919023,20.865715496781622,20.59145280738533,,0.1334736434409012,0.13364238367354658,0.13323969545824768,3356289250.0,90286250.0,35.16749813666175,0.5892863780183087,0.07865419990419587,0.7431667292798093,,18.086934610751914,,,,0.021364282554333314,0.018108015661018717,0.01724407284936867,2022-11-09 16:30:03+0000
2020-09-30,NOC,334.6623796761905,323.62060546666663,637323.8095238095,637323.8095238095,3768.1,3707.0,3825.0,4163.41,3997.0,4302.0,,,,22.48,22.23,22.77,25.25,24.04,26.74,,,,0.0,0.0,0.0,167650000.0,,,,,,,,,,,,,,,,,,18662750000.0,,43624000000.0,,,33485000000.0,,,,,,,,,,,,,,22.017248168498167,,22.193571428571428,21.853104395604397,207.99034517773708,208.65078181585787,206.98099618842235,,0.1058570682676806,0.10636706575179808,0.10558024552027337,58446250000.0,-8523750000.0,348.62063823441696,0.5966093867279358,0.06315532057999816,0.7675820649183935,,-3.9284352544361343,0.012056100732436292,0.007699893124067603,-0.01218415359273793,0.01561171159071062,0.01309442295420619,0.010317828390848303,2022-11-09 16:34:41+0000
2020-09-30,CW,96.48666635714287,95.25880904285715,329500.0,329500.0,281.97,267.82,286.32,308.15,302.57,312.0,,,,6.8,6.77,6.84,7.41,7.35,7.45,,,,0.005666666666666667,0.005666666666666667,0.005666666666666667,41988250.0,,,,,,,,,,,,,,,,,,1960222000.0,,3957065750.0,,,2172792250.0,,,,,,,,,,,,,,7.00853021978022,,7.030782967032967,6.991840659340658,57.833130808507846,57.95582015586125,57.65386656772044,,0.12118538494805461,0.12131280254726794,0.12127271032425929,4169636000.0,-175948500.0,99.30482932725226,0.5823798419503117,0.07057592533273573,0.5490917733676778,,-12.349024004183041,,,,0.004321235377143018,-0.0014546130932471997,-0.0063424196975119095,2022-11-09 16:30:48+0000
2020-09-30,HEI,108.4785722952381,108.20140692857142,450395.2380952381,450395.2380952381,304.7,289.0,321.77,296.77,247.96,358.01,,,,2.25,2.2,2.35,2.18,1.8,2.6,,,,0.0,0.0,0.0,135156166.66666666,,,,,,,,,,,,,,,,,,1950307000.0,,3499502666.6666665,,,1515224583.3333333,,,,,,,,,,,,,,2.190229110512129,,2.3796316262354,1.5465229110512129,13.633655340238391,13.973947693870498,13.345401122239126,,0.16064870761752967,0.17029057774985062,0.11588433325350157,3064420250.0,33971083.333333254,22.673181147240786,0.6013119752230948,0.09659999169453419,0.43298283432274376,,44.60336364506097,-0.011675281947004457,-0.011034780808882094,-0.12967181092422306,-0.02913053529709192,-0.03197397877959821,-0.03354216619667773,2022-11-09 16:32:27+0000
2020-09-30,LHX,179.52666727142855,172.79123578095238,1277452.380952381,1277452.380952381,2480.03,2427.05,2518.99,2679.36,2553.41,2772.0,,,,11.44,11.2,11.6,12.87,12.0,13.51,,,,0.028333333333333332,0.0,0.0,199230769.23076922,,,,,,,,,,,,,,,,,,27243076923.076923,,36984307692.30769,,,15559000000.0,,,,,,,,,,,,,,10.924888888888889,,11.024666666666667,10.778444444444442,91.99413944658946,92.8225723938224,91.65168704418704,,0.11875635724851506,0.11877139775756085,0.11760224816426944,25300230769.23077,-5817769230.76923,126.9895752895753,0.7244227664894108,0.08602980885617408,0.42069193587301057,,-2.674392775449221,0.023118013633984857,0.014455978813886827,-0.013363604027773352,-0.004461079013290792,-0.00557739828300811,-0.00680242977140133,2022-11-09 16:33:54+0000
2020-09-30,GD,143.95666648571427,136.13593473809524,1155395.238095238,1155395.238095238,3175.77,3122.0,3206.0,3427.34,3240.96,3572.0,,,,11.04,10.85,11.15,12.02,11.2,12.67,,,,0.0,0.0,0.0,287250000.0,,,,,,,,,,,,,,,,,,22125500000.0,,50691250000.0,,,35551250000.0,,,,,,,,,,,,,,11.388027472527474,,11.45440934065934,11.264436813186814,134.76396468979235,135.82618904159372,133.95876144569095,,0.08450350580543625,0.08433137542533631,0.08408883966692689,64117000000.0,-6985500000.0,223.20974760661446,0.6037548365822302,0.0510194003381867,0.701329124848963,,-5.089292105074798,-0.03325083361415099,-0.02292216839570819,-0.05752148467428272,-0.015002142589473577,-0.012588640836394438,-0.009404562561231757,2022-11-09 16:31:40+0000
2020-10-31,LMT,375.9690884727273,355.31842318636365,1142731.8181818181,1142731.8181818181,6786.73,6708.0,6894.0,7419.97,6918.0,7847.09,,,,24.17,23.86,24.55,26.66,24.97,28.46,,,,0.0,0.0,0.0,280333333.3333333,,,,,,,,,,,,,,,,,,13817833333.333334,,50179666666.666664,,,44619500000.0,,,,,,,,,,,,,,23.54791208791209,,23.821428571428573,23.32478021978022,225.6249551815604,227.19444408148334,224.07482588754883,,0.1043674981296421,0.1048504010198639,0.10409371122968396,80981333333.33333,-8257666666.66667,288.87514863258025,0.7810466087151455,0.08151588047424126,0.8891948265897874,,-5.403402898316713,-0.000756625769815944,0.010978365511064903,0.005572788410442157,0.014967383448660998,0.01788452978869004,0.01574661387830356,2022-11-09 16:33:57+0000
2020-10-31,GD,139.70727192272727,132.89518635454544,1441145.4545454546,1441145.4545454546,3173.77,3122.0,3206.0,3419.14,3222.42,3572.0,,,,11.04,10.85,11.15,11.99,11.2,12.67,,,,0.035483870967741936,0.0,0.0,287133333.3333333,,,,,,,,,,,,,,,,,,22140333333.333332,,50896833333.333336,,,35583166666.666664,,,,,,,,,,,,,,11.30598901098901,,11.384862637362637,11.169752747252748,134.49734603084252,135.48858298655145,133.51933110423357,,0.08406105655346059,0.08402820655739454,0.0836564462604515,64339666666.66667,-6826666666.66666,224.075922916183,0.6002311371987614,0.05045606356921304,0.6991233901257772,,-5.212377929687505,-0.005812321222484651,-0.024104662816928874,-0.05185366587444543,-0.009182334094743783,-0.013062206424563646,-0.0145582193665915,2022-11-09 16:31:40+0000
2020-10-31,TXT,35.39090919545455,35.301652213636366,1307268.1818181819,1307268.1818181819,344.83,230.0,458.82,582.18,464.0,709.03,,,,1.58,1.45,2.0,2.54,2.0,3.05,,,,0.0,0.0006451612903225806,0.0006451612903225806,227977250.0,,,,,,,,,,,,,,,,,,2302500000.0,,15336750000.0,,,9573500000.0,,,,,,,,,,,,,,2.2037398085785185,,2.4565109890109893,1.6964560439560443,53.24394206888672,54.33223823097155,51.879646415943355,,0.041389493770527586,0.0452127699685061,0.03269983820542576,22607750000.0,3460750000.0,99.16669316784899,0.53691355805085,0.022222580366257457,0.6242196032405822,,2.766307881239616,-0.002760453216640646,0.06778188748948666,-0.11122047662527507,-0.0939539407101625,-0.11538075214381138,-0.095238689930844,2022-11-09 16:37:34+0000
2020-10-31,RTX,59.22499969545454,56.74868809545455,8172290.909090909,8172290.909090909,4295.64,3484.0,4898.0,5627.35,4757.0,6679.0,,,,2.91,2.25,3.62,3.79,3.18,4.85,,,,0.0,0.02159090909090909,0.02159090909090909,1274000000.0,,,,,,,,,,,,,,,,,,91371500000.0,,158413500000.0,,,89498333333.33333,,,,,,,,,,,,,,,,,,,,,,,,,156540333333.3333,-22456333333.33333,122.87310308738878,,,0.5649665800789284,,-3.985438406388696,0.011911288128614306,0.00833501233551833,-0.07311475947703461,,,,2022-11-09 16:36:09+0000
2020-10-31,LHX,171.4577276,165.17349591363634,1079013.6363636365,1079013.6363636365,2480.62,2427.05,2518.99,2682.29,2553.41,2772.0,,,,11.44,11.2,11.6,12.89,12.0,13.51,,,,0.0,0.027419354838709678,0.027419354838709678,202923076.92307693,,,,,,,,,,,,,,,,,,27128307692.307693,,36978230769.23077,,,15699000000.0,,,,,,,,,,,,,,11.043333333333333,,11.156666666666668,10.873333333333333,90.46428311336109,91.08233826130909,90.1084470558504,,0.12207396060934785,0.12248990177062587,0.12066941212064056,25548923076.923073,-5849076923.076927,125.90447308567094,0.7185152433131206,0.08771200150942185,0.4245470827950749,,-2.684013256529628,0.0017708960233540072,0.016002307763774575,-0.01352164973198855,-0.005788225532219471,-0.004903461186267018,-0.007978984560250738,2022-11-09 16:33:54+0000
2020-10-31,HEI,109.33045510000001,109.05111555909092,299100.0,299100.0,305.37,289.0,321.77,298.34,247.96,358.01,,,,2.25,2.2,2.35,2.19,1.8,2.6,,,,0.0,0.0,0.0,135294000.0,137814000.0,1787009000.0,313984000.0,1104882000.0,682127000.0,0.381714361819106,305479000.0,13159000.0,88561000.0,376648000.0,406852000.0,270862000.0,463205000.0,1165625000.0,168848000.0,1383167000.0,579041000.0,1962208000.0,2382086000.0,3547711000.0,241161000.0,1295943000.0,1537104000.0,1688045000.0,1980177000.0,3517281000.0,399871000.0,409125000.0,-199043000.0,-68000000.0,0.0,0.0,137743000.0,349851000.0,-22940000.0,386185000.0,2.168032345013477,,2.35711590296496,1.4528032345013477,13.521831861999768,13.782879070545262,13.389552758757937,,0.1603356976436211,0.17101767278813618,0.10850274543719077,3122607000.0,48399000.0,23.08015876535545,0.5858639015211957,0.09393489737461466,0.43326640755123513,4.83338931253395,31.75900328519184,0.010940655540068733,-0.00413663611798006,-0.051800189467192705,-0.01833646652134635,-0.025532512371843397,-0.0357647623467944,2022-11-09 16:32:27+0000
2020-10-31,HXL,35.276363554545455,35.15183327272727,1261504.5454545454,1261504.5454545454,81.33,67.1,100.88,121.44,80.0,190.0,,,,0.93,0.72,1.2,1.33,0.95,1.78,,,,0.0,0.0,0.0,83983333.33333333,,,,,,,,,,,,,,,,,,278233333.3333333,,2952933333.3333335,,,1453416666.6666667,,,,,,,,,,,,,,1.7055742296918768,,1.870504201680672,1.6452778530767145,22.16193496635702,22.879330132529297,21.469132794562945,,0.07695962614640951,0.081755199599189,0.07663457433610829,4128116666.6666665,1221283333.3333335,49.15399880928756,0.45086738623937883,0.03469858548659141,0.4921942023750395,,1.1900732835678316,-0.20106683157201155,-0.24774771657217587,-0.3156535696947517,-0.21630745632045012,-0.163281528671138,-0.14535604442070724,2022-11-09 16:32:39+0000
2020-10-31,BA,162.83954681818182,162.83954681818182,19181904.545454547,19181904.545454547,-5659.41,-6725.0,-4153.0,1706.94,-1774.34,6486.0,,,,-9.63,-12.45,-5.48,3.78,-3.1,11.47,,,,0.0,0.0,0.0,568501413.8333334,,,,,,,,,,,,,,,,,,11003000000.0,,149050833333.33334,,,165496666666.66666,,,,,,,,,,,,,,-7.849330024813896,,-4.8736432116270825,-9.908956043956044,115.3268787430296,126.72965375647499,108.91046396835257,,-0.06806158382473619,-0.038457007236777634,-0.09098258957776002,303544500000.0,-27448833333.333313,533.9379861049732,0.2159930211827186,-0.014700827116785624,1.1103370773952956,,-6.029278718585493,-0.2542798313543836,-0.046400715976828044,-0.0019434857129418577,0.06171631785042053,0.21682059837756631,0.17909609244198843,2022-11-09 16:29:47+0000
2020-10-31,NOC,309.04090880454544,298.84448380454546,1080031.8181818181,1080031.8181818181,3767.27,3707.0,3825.0,4161.07,3997.0,4302.0,,,,22.48,22.23,22.77,25.25,24.04,26.74,,,,0.0,0.0,0.0,167466666.66666666,,,,,,,,,,,,,,,,,,18542166666.666668,,43905666666.666664,,,33620000000.0,,,,,,,,,,,,,,22.11714285714286,,22.324285714285715,21.93857142857143,209.0229468843772,209.78332575068245,207.88955868971797,,0.10581203253907401,0.10641592049511633,0.10552993409984322,58983499999.999985,-8256500000.000004,352.21039012738845,0.5934604791436652,0.06279525952980396,0.7657325933630436,,-4.0719433173862996,-0.0009834495298945978,0.007709583978325996,-0.01261520637360545,0.009501772264943753,0.013575065148788331,0.008544954419404727,2022-11-09 16:34:41+0000
2020-10-31,AJRD,38.37227267272727,34.57754725,768200.0,768200.0,154.38,149.0,162.1,179.18,162.3,192.3,,,,1.79,1.7,1.92,2.02,1.8,2.33,,,,0.0,0.0,0.0,77366666.66666667,,,,,,,,,,,,,,,,,,208433333.33333334,,2867883333.3333335,,,2577183333.3333335,,,,,,,,,,,,,,1.7557534246575341,,1.8412328767123285,1.782054794520548,26.274552182868742,26.431952453182085,26.11749186994269,,0.06682334345558522,0.06965935944284231,0.06823223314836849,5236633333.333334,82266666.66666666,67.68591124515295,0.38818347421968535,0.025939717621564343,0.8986360440045794,,31.327188006482988,,,,0.0077817932057058226,0.012667215971265078,0.007091323107590863,2022-11-09 16:29:20+0000
2020-10-31,BWXT,56.68363623181818,55.2025547,431277.2727272727,431277.2727272727,274.29,267.58,279.0,296.22,284.5,305.0,,,,2.88,2.84,2.92,3.11,2.96,3.25,,,,0.0,0.0,0.0,95443896.5,,,,,,,,,,,,,,,,,,474864833.3333333,,2229404666.6666665,,,1647246000.0,,,,,,,,,,,,,,2.787857142857143,,2.8136813186813185,2.762032967032967,20.843415975944556,21.01497298565767,20.69982754530771,,0.1337524111246744,0.1338893616756778,0.13343265594785458,3401785833.333333,107293833.3333332,35.64173255786275,0.5848036691848861,0.07821890078803498,0.7388725899021772,,15.352662392837136,0.0038103621696190526,0.01855400221719572,0.006579284803553076,0.013651476020413167,0.018793347043026598,0.015006323862594706,2022-11-09 16:30:03+0000
2020-10-31,TDG,483.6440943636364,483.6440943636364,392527.2727272727,392527.2727272727,832.42,679.0,1548.02,740.85,471.0,1410.74,,,,13.51,12.05,14.33,12.069999694824219,8.23,14.7,,,,0.0,0.0,0.0,57391666.666666664,,,,,,,,,,,,,,,,,,10570666666.666666,,18471666666.666668,,,22351500000.0,,,,,,,,,,,,,,13.880203073052385,,14.62632311977716,13.257632311977716,87.71123634244931,89.50793721002755,86.76603302091503,,0.15824885900433752,0.16340811301970856,0.15279749287122474,30252500000.000008,-14450499999.999998,527.1235661391028,0.16639596856745953,0.026331972168722077,1.2100424072904448,,-1.5467630877824299,0.15318214955204112,0.10601057020052802,-0.08112891966514468,-0.03348267539593974,-0.019669538856353846,-0.0570316056040319,2022-11-09 16:36:38+0000
2020-10-31,WWD,83.32409078181819,82.50805734090909,244245.45454545456,244245.45454545456,234.64,213.5,243.0,209.31,187.0,260.2,,,,3.74,3.65,3.9,3.240000009536743,2.62,4.1,,,,0.0,0.0,0.0,62352000.0,,,,,,,,,,,,,,,,,,1410767916.6666667,,3918975000.0,,,1907789333.3333333,,,,,,,,,,,,,,3.8456130790190737,,3.990790190735695,3.763950953678474,40.47021986439559,40.684403302865434,40.096304100496376,,0.0950232811164518,0.09809140276747332,0.09387276553581102,4415996416.666666,600417750.0,70.82365307715335,0.571422372414318,0.05429842873015556,0.48680824280158286,,3.177436598657074,-0.006943304911212311,0.014710899128175173,-0.1304926724651773,-0.03744376256996207,-0.025812903948082517,-0.053310726833107856,2022-11-09 16:39:17+0000
2020-10-31,CW,93.28909093636365,92.26091175454546,232854.54545454544,232854.54545454544,285.26,284.0,286.32,310.36,306.0,313.35,,,,6.8,6.75,6.84,7.45,7.35,7.64,,,,0.0,0.0,0.0,41904833.333333336,,,,,,,,,,,,,,,,,,1995070333.3333335,,3978488500.0,,,2193114833.3333335,,,,,,,,,,,,,,6.969148351648352,,6.994752747252748,6.942713576745835,57.76837373045364,58.00473621669005,57.52718478757838,,0.12063951088819451,0.12058933810374102,0.1206857871175533,4176533000.0000005,-209696666.66666698,99.66709488563372,0.579613299622527,0.06992426497075419,0.5512432254946403,,-10.458510705940311,0.039592252979691045,0.054046919774678626,-0.05983555296768617,-0.0067388565195427574,0.0006345380782477594,-0.010082646972645973,2022-11-09 16:30:48+0000
2020-11-30,LMT,370.180502315,349.96842193500004,1292900.0,1292900.0,6880.28,6763.0,6953.0,7314.29,6975.0,7566.9,,,,24.5,24.2,24.78,26.1,24.45,27.4,,,,0.08666666666666667,0.0,0.0,280166666.6666667,,,,,,,,,,,,,,,,,,13817916666.666666,,50444833333.333336,,,44645750000.0,,,,,,,,,,,,,,23.843263736263737,,24.11548901098901,23.597469780219782,227.9902084283949,229.34901059677975,226.4045966228893,,0.10458020938979146,0.10514756069031679,0.10422699067159355,81272666666.66667,-8018833333.33333,290.0868530636526,0.7859377494035138,0.08219353439996091,0.8850410844850315,,-5.567611664207181,0.004684594944797671,0.010765228048151498,0.006223220874580604,0.018996542845536868,0.019169822902120714,0.01678648364460487,2022-11-09 16:33:57+0000
2020-11-30,BWXT,56.124499705000005,54.723399925,376995.0,376995.0,281.78,267.58,288.5,297.47,292.1,310.18,,,,3.0,3.0,3.01,3.13,3.05,3.25,,,,0.006333333333333333,0.006333333333333333,0.006333333333333333,95450544.75,,,,,,,,,,,,,,,,,,475661916.6666667,,2261453833.3333335,,,1661490500.0,,,,,,,,,,,,,,2.8458406593406593,,2.865967032967033,2.828730769230769,21.008748300309932,21.167401543213906,20.855591056985848,,0.13545979125746754,0.13539531657280052,0.1356341693458383,3447282416.666667,124301416.6666668,36.11590091702087,0.5817035645484571,0.07879744342745879,0.7347001630146035,,13.366625615020462,0.019912206031727442,0.02437401810940909,0.011485078985266869,0.021191092725288074,0.021277687639810694,0.016966950372247318,2022-11-09 16:30:03+0000
2020-11-30,HXL,44.743500515,44.585550115000004,1727600.0,1727600.0,30.79,10.4,84.0,57.78,0.6,160.1,,,,0.3,0.11,0.95,0.6,-0.1,1.78,,,,0.0,0.0,0.0,83891666.66666667,,,,,,,,,,,,,,,,,,278016666.6666667,,2935366666.6666665,,,1430508333.3333333,,,,,,,,,,,,,,1.4834453781512604,,1.6680252100840334,1.0808487394957984,20.887177123357535,21.966131156545263,20.442689109019984,,0.07102182211555844,0.0759362310184063,0.0528721409268457,4087858333.3333335,1226841666.6666665,48.727823582000596,0.42864990857241936,0.030443497556480754,0.48733548335812676,,1.1660089253571162,-0.7884132627055167,-0.5297507108888874,-0.4670973017153618,-0.2020322979082308,-0.16940043137735636,-0.15141334371717927,2022-11-09 16:32:39+0000
2020-11-30,RTX,66.483500675,63.997663685,9564295.0,9564295.0,4186.6,2525.0,4839.05,5272.82,4757.0,5821.0,,,,2.95,2.4,3.48,3.51,3.18,4.07,,,,0.02375,0.0,0.0,1315900000.0,,,,,,,,,,,,,,,,,,93097750000.0,,160283250000.0,,,88899666666.66667,,,,,,,,,,,,,,,,,,,,,,,,,156085166666.6667,-21714166666.66667,118.61476302657245,,,0.5546410287205099,,-4.094086042138388,-0.04759603364311776,-0.02052457960207371,-0.07797027318243678,,,,2022-11-09 16:36:09+0000
2020-11-30,NOC,307.921003735,297.89874115000003,907785.0,907785.0,3818.46,3764.0,3861.18,3996.1,3906.0,4110.84,,,,22.79,22.46,23.06,24.24,23.62,25.7,,,,0.04833333333333333,0.04833333333333333,0.04833333333333333,167283333.33333334,,,,,,,,,,,,,,,,,,18421583333.333332,,44187333333.333336,,,33755000000.0,,,,,,,,,,,,,,22.325585164835164,,22.550445054945055,22.099736263736265,210.71025761276678,211.711763934979,208.80011266008077,,0.10595395505549642,0.10651484185768136,0.105841591664818,59520750000.000015,-7989249999.999996,355.8080103616619,0.5922021187735201,0.0627461566762993,0.7639067002610099,,-4.225052414181558,-0.008207306123759028,0.001924397304338632,-0.01301748585132231,0.013499305579950716,0.014555508585330668,0.009823795058769434,2022-11-09 16:34:41+0000
2020-11-30,WWD,102.86650046,101.90811882,397295.0,397295.0,209.31,187.0,260.2,,,,,,,3.23,2.58,4.1,3.2414026260375977,,,,,,0.0027,0.0,0.0,62437000.0,,,,,,,,,,,,,,,,,,1406572833.3333333,,3934614000.0,,,1904919666.6666667,,,,,,,,,,,,,,3.8412935678553963,3.96,3.9400668750087333,3.784762757553074,39.95494723483507,40.087611262373464,39.686333991017776,39.97093069814373,0.09614062422053035,0.09828639699235235,0.09536690283384908,4432960833.333334,623121500.0,70.99894026512058,0.5627541352819826,0.05410353384869459,0.4841439761731816,,3.057059765497847,-0.07884276809840213,-0.026652383475266606,-0.1333854665823794,-0.02564956823621367,-0.022823521436678207,-0.047674247843016056,2022-11-09 16:39:17+0000
2020-11-30,TDG,563.5559997500001,563.5559997500001,385370.0,385370.0,654.17,541.0,725.69,,,,,,,11.15,9.26,12.65,12.109569549560547,,,,,,0.0,0.0,0.0,57483333.333333336,,,,,,,,,,,,,,,,,,10642333333.333334,,18548333333.333332,,,22340000000.0,,,,,,,,,,,,,,14.10036223922217,14.47,14.41788467119596,13.835544957568072,88.16787610006541,88.9235507937744,87.74702095490593,88.77355755291389,0.1599263004046857,0.16213797742549624,0.15767538096453776,30245999999.999992,-14434000000.000002,526.1699043200927,0.16756541067090178,0.026798116204389162,1.2044208823793694,,-1.5477345157267561,-0.057127874697704306,0.012648452913533587,-0.1077444881340454,-0.006207562174315229,-0.009485266380438062,-0.045874583225268876,2022-11-09 16:36:38+0000
2020-11-30,HEI,125.239001465,124.91901512,417365.0,417365.0,305.37,289.0,321.77,298.35,247.96,358.01,,,,2.25,2.2,2.35,2.19,1.8,2.6,,,,0.0,0.0,0.0,135296666.66666666,,,,,,,,,,,,,,,,,,1968082500.0,,3543602333.3333335,,,1509134333.3333333,,,,,,,,,,,,,,2.145835579514825,,2.3538274932614556,1.3590835579514826,13.35336154571376,13.641505519234661,13.20885510387841,,0.16069628401573594,0.17254895289545094,0.10289185150894917,3084654166.666667,66385500.00000024,22.799188203700513,0.5856946057204961,0.09411894670734533,0.42587575900869984,,22.732890967656008,0.00548708717205898,-0.0030940973874727384,-0.04439537399987243,-0.020516904166296812,-0.024823719731694366,-0.03389798798457338,2022-11-09 16:32:27+0000
2020-11-30,LHX,189.62950058500002,182.96376800000002,1501545.0,1501545.0,2497.35,2489.03,2504.0,2689.88,2623.56,2875.0,,,,11.56,11.53,11.62,13.08,12.4,13.5,,,,0.028333333333333332,0.0,0.0,206615384.6153846,,,,,,,,,,,,,,,,,,27013538461.53846,,36972153846.15385,,,15839000000.0,,,,,,,,,,,,,,11.158555555555555,,11.291988888888888,11.076205555555555,88.93339531314636,89.52337956068504,88.55067986266238,,0.12547092704899876,0.12613452423603388,0.1250832356423936,25797615384.615387,-5880384615.384613,124.85815338793746,0.7122754333617929,0.08936985893813149,0.4284034970185462,,-2.693531297010924,0.0013098789037098713,0.012213946268847364,-0.011468719515409367,-0.006138573140325898,-0.005299826076808345,-0.007766118301419537,2022-11-09 16:33:54+0000
2020-11-30,CW,108.04550056000001,106.88936462500001,337940.0,337940.0,285.77,284.0,289.0,308.08,299.6,318.0,,,,6.82,6.76,6.88,7.5,7.24,7.65,,,,0.005666666666666667,0.005666666666666667,0.005666666666666667,41821416.666666664,,,,,,,,,,,,,,,,,,2029918666.6666667,,3999911250.0,,,2213437416.6666665,,,,,,,,,,,,,,6.935755494505495,,6.97070054945055,6.896565934065934,57.71882484496536,58.00757615884934,57.49150526373621,,0.12016453060392618,0.12016879537186342,0.1199579990544458,4183429999.999999,-243444833.33333325,100.03080558804598,0.577010496972974,0.0693361955222956,0.5533716320997538,,-9.092151952290356,0.021748676146403467,0.03733297962082438,-0.04921211092088582,-0.006194049609947294,-0.0009364071164021381,-0.009449303505175382,2022-11-09 16:30:48+0000
