date,ia_eps_mean,ia_rps_mean,rev_oulnta,ia_net_margin_mean,fatalities,adj_close
2017-01-31,5.652951104037192,67.30861684938583,0.5723498693690101,0.09047608606374892,29.0,0.0009136857387221919
2017-02-01,5.6560329946825005,67.32599745543823,0.5722546143111096,0.09049436632189645,185.0,0.0
2017-02-02,5.659114885327809,67.34337806149063,0.572159359253209,0.09051264658004397,122.0,0.00028084216029400366
2017-02-03,5.6621967759731175,67.36075866754304,0.5720641041953084,0.0905309268381915,204.0,0.014112008632966022
2017-02-04,5.665278666618426,67.37813927359544,0.5719688491374079,0.09054920709633903,35.0,0.0012231950114709456
2017-02-05,5.668360557263735,67.39551987964784,0.5718735940795073,0.09056748735448655,51.0,0.0012217006333505864
2017-02-06,5.671442447909043,67.41290048570023,0.5717783390216067,0.09058576761263408,75.0,0.0012202099021405566
2017-02-07,5.674524338554351,67.43028109175263,0.5716830839637062,0.0906040478707816,39.0,0.0037250168153992735
2017-02-08,5.677606229199659,67.44766169780503,0.5715878289058056,0.09062232812892912,91.0,-0.004398690812076667
2017-02-09,5.680688119844968,67.46504230385744,0.5714925738479051,0.09064060838707665,45.0,0.006212573323898685
2017-02-10,5.683770010490276,67.48242290990984,0.5713973187900045,0.09065888864522417,82.0,0.012759815238690297
2017-02-11,5.686851901135585,67.49980351596224,0.5713020637321039,0.0906771689033717,69.0,0.002190262011226407
2017-02-12,5.689933791780893,67.51718412201464,0.5712068086742034,0.09069544916151923,47.0,0.002185475247814317
2017-02-13,5.693015682426202,67.53456472806704,0.5711115536163028,0.09071372941966675,55.0,0.0021807093614822914
2017-02-14,5.69609757307151,67.55194533411944,0.5710162985584022,0.09073200967781428,70.0,-0.0008078643498736771
2017-02-15,5.699179463716819,67.56932594017185,0.5709210435005017,0.0907502899359618,41.0,0.004108494765314719
2017-02-16,5.702261354362127,67.58670654622425,0.5708257884426011,0.09076857019410933,108.0,0.0038235715779264545
2017-02-17,5.705343245007436,67.60408715227665,0.5707305333847006,0.09078685045225686,82.0,0.004610171609535252
2017-02-18,5.708425135652744,67.62146775832905,0.5706352783268,0.09080513071040439,63.0,0.0014299317674517642
2017-02-19,5.711507026298053,67.63884836438145,0.5705400232688994,0.09082341096855191,80.0,0.0014278899822057767
2017-02-20,5.714588916943361,67.65622897043386,0.5704447682109989,0.09084169122669944,70.0,0.001425854019535544
2017-02-21,5.71767080758867,67.67360957648626,0.5703495131530983,0.09085997148484695,62.0,0.001423823854569184
2017-02-22,5.720752698233977,67.69099018253866,0.5702542580951977,0.09087825174299448,86.0,-0.00033046806766812153
2017-02-23,5.723834588879286,67.70837078859105,0.5701590030372972,0.090896532001142,84.0,-0.006086116303476219
2017-02-24,5.726916479524594,67.72575139464345,0.5700637479793966,0.09091481225928953,56.0,0.0018636105482698895
2017-02-25,5.729998370169903,67.74313200069585,0.5699684929214961,0.09093309251743706,97.0,0.0041854310853000065
2017-02-26,5.733080260815211,67.76051260674826,0.5698732378635956,0.09095137277558459,46.0,0.004167986266018886
2017-02-27,5.73616215146052,67.77789321280066,0.5697779828056949,0.09096965303373211,71.0,0.004150686262681669
2017-02-28,5.739244042105828,67.79527381885306,0.5696827277477944,0.09098793329187964,97.0,-0.004199016335622363
2017-03-01,5.7405940691601876,67.8076140728018,0.569660560531876,0.0910009591066648,145.0,0.014429657417551311
2017-03-02,5.741944096214546,67.81995432675052,0.5696383933159576,0.09101398492144995,37.0,-0.01019753059747186
2017-03-03,5.743294123268905,67.83229458069925,0.5696162261000391,0.0910270107362351,257.0,-0.0035434283449427006
2017-03-04,5.744644150323264,67.84463483464799,0.5695940588841207,0.09104003655102025,163.0,-0.0008999803270636209
2017-03-05,5.745994177377623,67.85697508859673,0.5695718916682023,0.0910530623658054,64.0,-0.0009007910212617265
2017-03-06,5.747344204431982,67.86931534254545,0.5695497244522839,0.09106608818059056,66.0,-0.0009016031773083633
2017-03-07,5.748694231486341,67.88165559649418,0.5695275572363655,0.09107911399537572,89.0,-0.0012548168909143342
2017-03-08,5.7500442585407,67.89399585044292,0.5695053900204471,0.09109213981016087,180.0,-0.003041462748506585
2017-03-09,5.751394285595059,67.90633610439166,0.5694832228045287,0.09110516562494603,69.0,-0.0024536162631393355
2017-03-10,5.752744312649417,67.91867635834038,0.5694610555886103,0.09111819143973117,34.0,-0.0001992787628872783
2017-03-11,5.7540943397037765,67.93101661228911,0.5694388883726919,0.09113121725451633,148.0,0.0013298381061095377
2017-03-12,5.755444366758136,67.94335686623785,0.5694167211567734,0.09114424306930148,124.0,0.0013280719853756562
2017-03-13,5.756794393812495,67.95569712018658,0.569394553940855,0.09115726888408664,123.0,0.00132631054949095
2017-03-14,5.758144420866853,67.9680373741353,0.5693723867249366,0.09117029469887179,82.0,-0.005364533833388863
2017-03-15,5.759494447921212,67.98037762808404,0.5693502195090182,0.09118332051365695,102.0,0.0075243131242557215
2017-03-16,5.760844474975571,67.99271788203278,0.5693280522930997,0.09119634632844209,75.0,-0.003040256372495498
2017-03-17,5.7621945020299306,68.00505813598151,0.5693058850771813,0.09120937214322725,98.0,0.011070713987691105
2017-03-18,5.763544529084289,68.01739838993024,0.5692837178612629,0.0912223979580124,103.0,-0.001245754389927245
2017-03-19,5.764894556138648,68.02973864387897,0.5692615506453444,0.09123542377279756,120.0,-0.0012473082296297067
2017-03-20,5.766244583193007,68.04207889782771,0.569239383429426,0.09124844958758271,147.0,-0.0012488659504075184
2017-03-21,5.767594610247366,68.05441915177644,0.5692172162135076,0.09126147540236787,4.0,-0.020467361494425185
2017-03-22,5.768944637301725,68.06675940572516,0.5691950489975892,0.09127450121715301,23.0,-0.0003357301332749252
2017-03-23,5.770294664356084,68.0790996596739,0.5691728817816708,0.09128752703193817,50.0,0.0004702239307234901
2017-03-24,5.771644691410443,68.09143991362264,0.5691507145657524,0.09130055284672332,122.0,-0.00892644847704982
2017-03-25,5.772994718464802,68.10378016757137,0.569128547349834,0.09131357866150848,72.0,-0.0005207732795962094
2017-03-26,5.77434474551916,68.1161204215201,0.5691063801339156,0.09132660447629364,54.0,-0.0005210446257145618
2017-03-27,5.7756947725735195,68.12846067546883,0.5690842129179972,0.09133963029107879,130.0,-0.0005213162547476058
2017-03-28,5.777044799627879,68.14080092941757,0.5690620457020787,0.09135265610586393,120.0,0.010885152032828138
2017-03-29,5.778394826682238,68.1531411833663,0.5690398784861603,0.09136568192064909,211.0,-0.0012114553358864022
2017-03-30,5.779744853736596,68.16548143731502,0.5690177112702419,0.09137870773543424,95.0,0.0062666101711061906
2017-03-31,5.781094880790955,68.17782169126376,0.5689955440543235,0.0913917335502194,110.0,-0.004151723360555359
2017-04-01,5.78202354616501,68.18855094100066,0.5689342378801829,0.09139374288169069,129.0,-0.0012327920610926135
2017-04-02,5.782952211539065,68.19928019073757,0.5688729317060424,0.09139575221316198,101.0,-0.0012343137132390103
2017-04-03,5.78388087691312,68.21000944047447,0.5688116255319017,0.09139776154463329,176.0,-0.001235839126420335
2017-04-04,5.784809542287175,68.22073869021138,0.5687503193577611,0.09139977087610458,53.0,0.003914641383595541
2017-04-05,5.78573820766123,68.23146793994827,0.5686890131836205,0.09140178020757588,152.0,-0.009075754125817292
2017-04-06,5.786666873035284,68.24219718968519,0.56862770700948,0.09140378953904717,76.0,0.006852100678807149
2017-04-07,5.78759553840934,68.25292643942208,0.5685664008353393,0.09140579887051847,82.0,0.007883952693913399
2017-04-08,5.788524203783394,68.26365568915898,0.5685050946611987,0.09140780820198977,244.0,0.0003340886243745622
2017-04-09,5.78945286915745,68.27438493889589,0.5684437884870581,0.09140981753346106,141.0,0.00033397704644277937
2017-04-10,5.790381534531504,68.28511418863279,0.5683824823129175,0.09141182686493235,107.0,0.000333865543014511
2017-04-11,5.791310199905559,68.2958434383697,0.5683211761387769,0.09141383619640366,144.0,0.0067456914790224864
2017-04-12,5.792238865279614,68.3065726881066,0.5682598699646363,0.09141584552787495,66.0,-0.014462041715640583
2017-04-13,5.793167530653669,68.31730193784351,0.5681985637904957,0.09141785485934624,147.0,-0.005721423399456249
2017-04-14,5.794096196027724,68.32803118758041,0.5681372576163551,0.09141986419081753,62.0,0.0032495721613743367
2017-04-15,5.795024861401779,68.33876043731732,0.5680759514422146,0.09142187352228884,73.0,0.003239046645565624
2017-04-16,5.7959535267758335,68.34948968705422,0.5680146452680739,0.09142388285376013,81.0,0.0032285890948877682
2017-04-17,5.796882192149889,68.36021893679111,0.5679533390939333,0.09142589218523142,179.0,0.0032181988531652106
2017-04-18,5.7978108575239435,68.37094818652803,0.5678920329197927,0.09142790151670271,93.0,-0.0019379509775480086
2017-04-19,5.798739522897999,68.38167743626492,0.5678307267456522,0.091429910848174,95.0,0.0008034719120064704
2017-04-20,5.7996681882720535,68.39240668600183,0.5677694205715115,0.09143192017964531,19.0,0.007560702572100508
2017-04-21,5.800596853646108,68.40313593573873,0.5677081143973709,0.0914339295111166,199.0,0.005179160237355429
2017-04-22,5.801525519020164,68.41386518547564,0.5676468082232303,0.0914359388425879,72.0,0.004426292279237076
2017-04-23,5.802454184394218,68.42459443521254,0.5675855020490898,0.09143794817405919,139.0,0.004406786553937003
2017-04-24,5.803382849768274,68.43532368494944,0.5675241958749491,0.0914399575055305,189.0,0.004387451989503743
2017-04-25,5.804311515142328,68.44605293468635,0.5674628897008085,0.09144196683700179,222.0,0.002216945848550589
2017-04-26,5.805240180516383,68.45678218442325,0.5674015835266679,0.09144397616847308,152.0,0.002146828240604526
2017-04-27,5.806168845890438,68.46751143416016,0.5673402773525273,0.09144598549994437,57.0,0.0019473171224959618
2017-04-28,5.807097511264493,68.47824068389706,0.5672789711783867,0.09144799483141568,90.0,-0.003822643125539482
2017-04-29,5.808026176638548,68.48896993363397,0.5672176650042461,0.09145000416288697,191.0,-0.0013874857474774904
2017-04-30,5.808954842012603,68.49969918337086,0.5671563588301055,0.09145201349435826,150.0,-0.0013894135389601603
2017-05-01,5.810016391328115,68.51016636020677,0.5671006148895683,0.09145491746948081,112.0,-0.001391346694895379
2017-05-02,5.811077940643626,68.52063353704266,0.5670448709490312,0.09145782144460336,130.0,0.002286075345412142
2017-05-03,5.812139489959138,68.53110071387856,0.566989127008494,0.09146072541972591,71.0,-0.0035836976985978986
2017-05-04,5.8132010392746505,68.54156789071445,0.5669333830679569,0.09146362939484846,191.0,0.001046038481903322
2017-05-05,5.814262588590163,68.55203506755035,0.5668776391274197,0.09146653336997101,163.0,0.009015081609224485
2017-05-06,5.815324137905674,68.56250224438624,0.5668218951868826,0.09146943734509355,187.0,-0.0004963984248969044
2017-05-07,5.816385687221186,68.57296942122214,0.5667661512463454,0.0914723413202161,218.0,-0.0004966449586719657
2017-05-08,5.817447236536698,68.58343659805804,0.5667104073058084,0.09147524529533865,105.0,-0.0004968917374484905
2017-05-09,5.81850878585221,68.59390377489393,0.5666546633652711,0.0914781492704612,64.0,0.000518840662175224
2017-05-10,5.819570335167722,68.60437095172983,0.5665989194247341,0.09148105324558375,146.0,-0.003953144493634708
2017-05-11,5.820631884483234,68.61483812856572,0.5665431754841969,0.0914839572207063,131.0,-0.0004551928413641937
2017-05-12,5.821693433798746,68.62530530540162,0.5664874315436598,0.09148686119582886,81.0,-0.0048820792054175
2017-05-13,5.822754983114258,68.63577248223753,0.5664316876031226,0.0914897651709514,44.0,0.0018751077841658859
2017-05-14,5.8238165324297695,68.64623965907342,0.5663759436625855,0.09149266914607396,217.0,0.0018715983355581667
2017-05-15,5.824878081745282,68.65670683590932,0.5663201997220483,0.09149557312119651,121.0,0.001868101998966143
2017-05-16,5.825939631060794,68.6671740127452,0.5662644557815112,0.09149847709631904,128.0,0.0008454714211818537
2017-05-17,5.827001180376306,68.67764118958111,0.566208711840974,0.0915013810714416,118.0,-0.01852205782008176
2017-05-18,5.828062729691817,68.688108366417,0.5661529679004369,0.09150428504656415,95.0,-0.0012579117858582123
2017-05-19,5.829124279007329,68.6985755432529,0.5660972239598997,0.0915071890216867,115.0,0.015381335236592353
2017-05-20,5.830185828322842,68.7090427200888,0.5660414800193626,0.09151009299680925,304.0,0.002894732892676055
2017-05-21,5.831247377638354,68.71950989692469,0.5659857360788254,0.0915129969719318,230.0,0.00288637760049526
2017-05-22,5.832308926953865,68.7299770737606,0.5659299921382883,0.09151590094705435,207.0,0.0028780704025526127
