date,close,adj_close,volume,unadjusted_volume
2006-07-20,23.25,19.3111401,76400.0,76400.0
2006-07-21,23.1299992,19.2114601,20200.0,20200.0
2006-07-24,23.5450001,19.5561562,12000.0,12000.0
2006-07-25,24.0550003,19.9797611,35600.0,35600.0
2006-07-26,23.8449993,19.8053322,112400.0,112400.0
2006-07-27,23.6849995,19.6724434,61600.0,61600.0
2006-07-28,23.8050003,19.7721119,44400.0,44400.0
2006-07-31,23.75,19.7264309,74200.0,74200.0
2006-08-01,23.6200008,19.6184464,26800.0,26800.0
2006-08-02,23.6550007,19.6475258,11600.0,11600.0
2006-08-03,23.6849995,19.6724434,129400.0,129400.0
2006-08-04,23.5849991,19.5893917,21000.0,21000.0
2006-08-07,23.4850006,19.5063286,13800.0,13800.0
2006-08-08,23.2000008,19.2696095,21000.0,21000.0
2006-08-09,22.8600006,18.9872055,30000.0,30000.0
2006-08-10,23.0650005,19.1574802,42000.0,42000.0
2006-08-11,22.8899994,19.0121193,20400.0,20400.0
2006-08-14,22.9449997,19.057806,9800.0,9800.0
2006-08-15,23.3649998,19.4066544,24400.0,24400.0
2006-08-16,23.8050003,19.7721119,185400.0,185400.0
2006-08-17,23.9099998,19.8593216,96200.0,96200.0
2006-08-18,23.8950005,19.8468704,11400.0,11400.0
2006-08-21,23.7250004,19.7056713,64600.0,64600.0
2006-08-22,23.7049999,19.6890488,185800.0,185800.0
2006-08-23,23.4850006,19.5063286,22200.0,22200.0
2006-08-24,23.4300003,19.4606438,17400.0,17400.0
2006-08-25,23.3099995,19.3609695,29400.0,29400.0
2006-08-28,23.5849991,19.5893917,15400.0,15400.0
2006-08-29,23.6450005,19.6392231,11400.0,11400.0
2006-08-30,23.75,19.7264309,32000.0,32000.0
2006-08-31,23.8250008,19.7887287,10400.0,10400.0
2006-09-01,24.0,19.9340801,8600.0,8600.0
2006-09-05,24.2250004,20.1209621,12200.0,12200.0
2006-09-06,23.9549999,19.8966942,13000.0,13000.0
2006-09-07,23.7600002,19.7347393,10400.0,10400.0
2006-09-08,23.8099995,19.7762642,12000.0,12000.0
2006-09-11,23.8850002,19.838562,20200.0,20200.0
2006-09-12,23.8700008,19.8261013,7600.0,7600.0
2006-09-13,24.0349998,19.9631519,20000.0,20000.0
2006-09-14,23.9950008,19.929924,21600.0,21600.0
2006-09-15,24.125,20.0379028,9000.0,9000.0
2006-09-18,24.1550007,20.0628204,10600.0,10600.0
2006-09-19,24.0599995,19.9839096,10000.0,10000.0
2006-09-20,24.4050007,20.2704601,21600.0,21600.0
2006-09-21,24.2649994,20.1541843,20800.0,20800.0
2006-09-22,24.1900005,20.0918903,9400.0,9400.0
2006-09-25,24.4300003,20.2912312,67800.0,67800.0
2006-09-26,24.5400009,20.4063988,32400.0,32400.0
2006-09-27,24.5249996,20.3939266,41200.0,41200.0
2006-09-28,24.5450001,20.4105606,22000.0,22000.0
2006-09-29,24.4099998,20.2982998,15000.0,15000.0
2006-10-02,24.4449997,20.3274002,7800.0,7800.0
2006-10-03,24.6350002,20.4853973,70800.0,70800.0
2006-10-04,24.8999996,20.705759,36400.0,36400.0
2006-10-05,25.0699997,20.8471241,53800.0,53800.0
2006-10-06,25.0650005,20.8429699,25200.0,25200.0
2006-10-09,25.1350002,20.9011803,37600.0,37600.0
2006-10-10,25.1849995,20.942749,16800.0,16800.0
2006-10-11,25.1450005,20.9094906,43000.0,43000.0
2006-10-12,25.6350002,21.3169594,120800.0,120800.0
2006-10-13,25.6399994,21.3211098,66800.0,66800.0
2006-10-16,25.8349991,21.4832706,35600.0,35600.0
2006-10-17,25.5149994,21.2171612,36800.0,36800.0
2006-10-18,25.5149994,21.2171612,74000.0,74000.0
2006-10-19,25.3700008,21.0965939,27200.0,27200.0
2006-10-20,25.1949997,20.9510708,19800.0,19800.0
2006-10-23,25.2950001,21.0342236,13000.0,13000.0
2006-10-24,25.4150009,21.1340141,34400.0,34400.0
2006-10-25,25.1550007,20.9178009,164800.0,164800.0
2006-10-26,25.2399998,20.988493,68800.0,68800.0
2006-10-27,25.0949993,20.8679123,37800.0,37800.0
2006-10-30,25.4249992,21.1423225,111800.0,111800.0
2006-10-31,25.3500004,21.0799599,163800.0,163800.0
2006-11-01,25.2099991,20.9635468,18600.0,18600.0
2006-11-02,25.0100002,20.7972298,84200.0,84200.0
2006-11-03,25.0699997,20.8471241,12600.0,12600.0
2006-11-06,25.4650002,21.1755867,35000.0,35000.0
2006-11-07,25.6900005,21.3626919,64200.0,64200.0
2006-11-08,25.5149994,21.2171612,245800.0,245800.0
2006-11-09,25.3250008,21.0591774,74000.0,74000.0
2006-11-10,25.4799995,21.1880665,15200.0,15200.0
2006-11-13,25.6800003,21.3543701,26800.0,26800.0
2006-11-14,26.0200005,21.6371059,30400.0,30400.0
2006-11-15,26.4200001,21.969738,84400.0,84400.0
2006-11-16,26.5599995,22.0861435,24800.0,24800.0
2006-11-17,26.4500008,21.994669,39200.0,39200.0
2006-11-20,26.3950005,21.9489441,13400.0,13400.0
2006-11-21,26.5599995,22.0861435,19400.0,19400.0
2006-11-22,26.5799999,22.1027775,27600.0,27600.0
2006-11-24,26.5499992,22.0778294,3600.0,3600.0
2006-11-27,25.9500008,21.5789032,47400.0,47400.0
2006-11-28,26.0949993,21.6994686,17200.0,17200.0
2006-11-29,26.4950008,22.0320911,12000.0,12000.0
2006-11-30,26.3999996,21.9530964,59400.0,59400.0
2006-12-01,26.3099995,21.8782539,33200.0,33200.0
2006-12-04,26.7399998,22.2358246,108800.0,108800.0
2006-12-05,26.8649998,22.3397675,29600.0,29600.0
2006-12-06,26.9200001,22.3855057,37400.0,37400.0
2006-12-07,26.7999992,22.2857056,34400.0,34400.0
2006-12-08,26.7549992,22.2482929,20200.0,20200.0
2006-12-11,26.7250004,22.2233467,13000.0,13000.0
2006-12-12,26.6000004,22.1194019,13000.0,13000.0
2006-12-13,26.5900002,22.1110897,93200.0,93200.0
2006-12-14,26.5699997,22.0944595,23400.0,23400.0
2006-12-15,26.6800003,22.1859303,10200.0,10200.0
2006-12-18,26.3500004,21.9115162,70600.0,70600.0
2006-12-19,26.6350002,22.1485119,31000.0,31000.0
2006-12-20,26.7749996,22.2942257,37800.0,37800.0
2006-12-21,26.6849995,22.219286,43200.0,43200.0
2006-12-22,26.4850006,22.0527496,12600.0,12600.0
2006-12-26,26.7199993,22.2484245,21400.0,21400.0
2006-12-27,26.9549999,22.4440994,83800.0,83800.0
2006-12-28,26.8950005,22.3941422,18400.0,18400.0
2006-12-29,26.7199993,22.2484245,27200.0,27200.0
2007-01-03,26.7399998,22.2650852,41800.0,41800.0
2007-01-04,26.7099991,22.240099,97800.0,97800.0
2007-01-05,26.5849991,22.1360226,14600.0,14600.0
2007-01-08,26.8799992,22.3816586,41200.0,41200.0
2007-01-09,26.8549995,22.3608398,13400.0,13400.0
2007-01-10,27.0599995,22.5315304,51000.0,51000.0
2007-01-11,27.2549992,22.6938972,134600.0,134600.0
2007-01-12,27.2450008,22.6855717,55200.0,55200.0
2007-01-16,27.3299999,22.7563515,73600.0,73600.0
2007-01-17,27.3400002,22.764677,55400.0,55400.0
2007-01-18,27.0550003,22.5273705,70200.0,70200.0
2007-01-19,27.2150002,22.6605988,59600.0,59600.0
2007-01-22,26.8050003,22.3192081,33000.0,33000.0
2007-01-23,27.4549999,22.8604259,253800.0,253800.0
2007-01-24,27.5550003,22.9436932,65800.0,65800.0
2007-01-25,27.2150002,22.6605988,35600.0,35600.0
2007-01-26,27.1100006,22.5731735,47600.0,47600.0
2007-01-29,27.1700001,22.6231213,28600.0,28600.0
2007-01-30,27.3199997,22.7480145,34000.0,34000.0
2007-01-31,27.7199993,23.0810757,33400.0,33400.0
2007-02-01,28.0699997,23.3725052,63000.0,63000.0
2007-02-02,28.1100006,23.4058113,35400.0,35400.0
2007-02-05,28.2150002,23.4932461,32800.0,32800.0
2007-02-06,28.3850002,23.6347904,58400.0,58400.0
2007-02-07,28.5049992,23.7347088,47400.0,47400.0
2007-02-08,28.4650002,23.7014008,81000.0,81000.0
2007-02-09,28.2800007,23.5473614,196800.0,196800.0
2007-02-12,28.2000008,23.4807606,74400.0,74400.0
2007-02-13,28.4400005,23.6805878,45600.0,45600.0
2007-02-14,28.6049995,23.817976,338600.0,338600.0
2007-02-15,28.7749996,23.9595261,125800.0,125800.0
2007-02-16,28.7000008,23.8970795,43600.0,43600.0
2007-02-20,28.9200001,24.0802631,58800.0,58800.0
2007-02-21,28.9500008,24.1052437,77200.0,77200.0
2007-02-22,28.8500004,24.0219688,169400.0,169400.0
2007-02-23,28.8099995,23.9886761,46400.0,46400.0
2007-02-26,28.5,23.7305431,277800.0,277800.0
2007-02-27,27.5750008,22.9603462,215800.0,215800.0
2007-02-28,27.7250004,23.0852489,118600.0,118600.0
2007-03-01,27.7350006,23.0935764,48800.0,48800.0
2007-03-02,27.3349991,22.7605076,202600.0,202600.0
2007-03-05,27.0750008,22.5440178,241000.0,241000.0
2007-03-06,27.5550003,22.9436932,34000.0,34000.0
2007-03-07,27.5499992,22.9395256,28400.0,28400.0
2007-03-08,27.7399998,23.0977364,36600.0,36600.0
2007-03-09,27.8999996,23.2309494,113600.0,113600.0
2007-03-12,28.2600002,23.530714,96400.0,96400.0
2007-03-13,27.6399994,23.0144577,30600.0,30600.0
2007-03-14,27.7350006,23.0935764,46000.0,46000.0
2007-03-15,28.0249996,23.335043,41800.0,41800.0
2007-03-16,28.0450001,23.3516922,51800.0,51800.0
2007-03-19,28.2900009,23.5556927,27400.0,27400.0
2007-03-20,28.4150009,23.6597748,43000.0,43000.0
2007-03-21,28.7000008,23.8970795,32000.0,32000.0
2007-03-22,28.5349998,23.7596855,98800.0,98800.0
2007-03-23,28.7000008,23.9163551,103200.0,103200.0
2007-03-26,28.6149998,23.8455181,129800.0,129800.0
2007-03-27,28.5300007,23.7746906,141000.0,141000.0
2007-03-28,28.2299995,23.5246868,25000.0,25000.0
2007-03-29,28.3600006,23.6330261,48600.0,48600.0
2007-03-30,28.2600002,23.5496883,649200.0,649200.0
2007-04-02,28.3199997,23.5996914,20000.0,20000.0
2007-04-03,28.6000004,23.8330212,33800.0,33800.0
2007-04-04,28.6299992,23.8580227,29200.0,29200.0
2007-04-05,28.6200008,23.8496933,297000.0,297000.0
2007-04-09,28.6200008,23.8496933,77200.0,77200.0
2007-04-10,28.6700001,23.8913498,98400.0,98400.0
2007-04-11,28.3850002,23.6538582,41800.0,41800.0
2007-04-12,28.5949993,23.8288574,28800.0,28800.0
2007-04-13,28.625,23.8538589,20200.0,20200.0
2007-04-16,28.8899994,24.0746918,45200.0,45200.0
2007-04-17,28.875,24.0621891,19200.0,19200.0
2007-04-18,29.1049995,24.2538567,72600.0,72600.0
2007-04-19,28.9699993,24.1413498,28400.0,28400.0
2007-04-20,29.2700005,24.3913555,74000.0,74000.0
2007-04-23,29.3950005,24.4955177,42800.0,42800.0
2007-04-24,29.2600002,24.3830223,263800.0,263800.0
2007-04-25,29.4200001,24.5163517,57600.0,57600.0
2007-04-26,29.2950001,24.4121819,60600.0,60600.0
2007-04-27,29.4899998,24.5746822,34200.0,34200.0
2007-04-30,29.2900009,24.4080143,35400.0,35400.0
2007-05-01,29.3700008,24.4746742,20600.0,20600.0
2007-05-02,29.75,24.7913418,48000.0,48000.0
2007-05-03,29.9899998,24.9913387,19400.0,19400.0
2007-05-04,30.1100006,25.0913467,26400.0,26400.0
2007-05-07,30.4799995,25.3996754,34800.0,34800.0
2007-05-08,30.3850002,25.3205051,34800.0,34800.0
2007-05-09,30.5349998,25.4455051,30800.0,30800.0
2007-05-10,30.25,25.2079983,38000.0,38000.0
2007-05-11,30.3899994,25.3246708,32000.0,32000.0
2007-05-14,30.3250008,25.2705059,25800.0,25800.0
2007-05-15,30.2600002,25.2163372,26200.0,26200.0
2007-05-16,30.5200005,25.4329987,30200.0,30200.0
2007-05-17,30.5699997,25.4746723,22200.0,22200.0
2007-05-18,30.6000004,25.4996662,28200.0,28200.0
2007-05-21,30.7250004,25.6038284,74000.0,74000.0
2007-05-22,30.5499992,25.4580021,42200.0,42200.0
2007-05-23,30.375,25.3121719,59000.0,59000.0
2007-05-24,30.2700005,25.2246723,26400.0,26400.0
2007-05-25,30.5049992,25.4205055,16400.0,16400.0
2007-05-29,30.7800007,25.6496639,25800.0,25800.0
2007-05-30,31.0100002,25.8413296,22000.0,22000.0
2007-05-31,31.2350006,26.0288219,56800.0,56800.0
2007-06-01,31.2749996,26.0621586,23200.0,23200.0
2007-06-04,31.3549995,26.1288223,28200.0,28200.0
2007-06-05,31.2549992,26.0454922,30400.0,30400.0
2007-06-06,31.1499996,25.9579887,24800.0,24800.0
2007-06-07,30.6299992,25.5246735,23600.0,23600.0
2007-06-08,31.0249996,25.8538303,44000.0,44000.0
2007-06-11,31.0349998,25.8621655,15600.0,15600.0
2007-06-12,30.6749992,25.5621624,29400.0,29400.0
2007-06-13,31.0499992,25.8746662,26600.0,26600.0
2007-06-14,31.3950005,26.1621609,34600.0,34600.0
2007-06-15,31.6800003,26.3996525,177000.0,177000.0
2007-06-18,31.5349998,26.2788239,37400.0,37400.0
2007-06-19,31.7099991,26.4246559,57000.0,57000.0
2007-06-20,31.375,26.1454926,44000.0,44000.0
2007-06-21,31.4349995,26.1954861,42000.0,42000.0
2007-06-22,31.2199993,26.0163269,36800.0,36800.0
2007-06-25,31.1049995,25.9204922,56800.0,56800.0
2007-06-26,31.0450001,25.8705006,15400.0,15400.0
2007-06-27,31.2399998,26.0329933,47600.0,47600.0
2007-06-28,31.2549992,26.0676022,74600.0,74600.0
2007-06-29,31.4150009,26.2010517,35600.0,35600.0
2007-07-02,31.8349991,26.5513477,63600.0,63600.0
2007-07-03,31.9850006,26.6764488,40800.0,40800.0
2007-07-05,32.1800003,26.8390884,72800.0,72800.0
2007-07-06,32.2350006,26.8849583,49400.0,49400.0
2007-07-09,32.5600014,27.1560173,138400.0,138400.0
2007-07-10,32.0950012,26.7681923,70400.0,70400.0
2007-07-11,32.2550011,26.9016323,896800.0,896800.0
2007-07-12,32.6450005,27.2269096,34600.0,34600.0
2007-07-13,32.8800011,27.4229145,40400.0,40400.0
2007-07-16,32.7649994,27.3269863,165600.0,165600.0
2007-07-17,33.0499992,27.5646954,49200.0,49200.0
2007-07-18,32.9199982,27.4562626,29400.0,29400.0
2007-07-19,33.375,27.8357544,63400.0,63400.0
2007-07-20,32.9599991,27.4896278,122200.0,122200.0
2007-07-23,33.1549988,27.6522617,107600.0,107600.0
2007-07-24,32.6650009,27.2435913,79800.0,79800.0
2007-07-25,33.0050011,27.5271587,129800.0,129800.0
2007-07-26,32.2550011,26.9016323,161400.0,161400.0
2007-07-27,31.9549999,26.6514244,79600.0,79600.0
2007-07-30,32.3699989,26.9975548,43800.0,43800.0
2007-07-31,31.8649998,26.5763607,133800.0,133800.0
2007-08-01,32.2700005,26.9141502,129400.0,129400.0
2007-08-02,32.8950005,27.435421,141800.0,141800.0
2007-08-03,32.2999992,26.9391632,150400.0,150400.0
2007-08-06,32.6650009,27.2435913,156800.0,156800.0
2007-08-07,32.6699982,27.2477474,114400.0,114400.0
2007-08-08,32.7249985,27.2936344,304600.0,304600.0
2007-08-09,31.6700001,26.4137344,160800.0,160800.0
2007-08-10,32.1800003,26.8390884,379600.0,379600.0
2007-08-13,32.3100014,26.9475098,69800.0,69800.0
2007-08-14,31.375,26.1676865,142400.0,142400.0
2007-08-15,30.7999992,25.688118,77800.0,77800.0
2007-08-16,30.7700005,25.663105,539200.0,539200.0
2007-08-17,31.7150002,26.4512634,136000.0,136000.0
2007-08-20,31.9099998,26.6138992,72200.0,72200.0
2007-08-21,31.8449993,26.559679,62800.0,62800.0
2007-08-22,32.3600006,26.9892082,282400.0,282400.0
2007-08-23,31.9899998,26.6806145,252400.0,252400.0
2007-08-24,32.6300011,27.2144032,258200.0,258200.0
2007-08-27,32.5800018,27.1726952,170000.0,170000.0
2007-08-28,31.5100002,26.2802811,80200.0,80200.0
2007-08-29,32.2799988,26.9224911,73600.0,73600.0
2007-08-30,32.2700005,26.9141502,1319000.0,1319000.0
2007-08-31,32.5449982,27.1434956,115200.0,115200.0
2007-09-04,32.6650009,27.2435913,195400.0,195400.0
2007-09-05,32.3300018,26.9641972,80600.0,80600.0
2007-09-06,32.5099983,27.1143131,170800.0,170800.0
2007-09-07,32.0699997,26.7473431,140400.0,140400.0
2007-09-10,32.1049995,26.7765293,56000.0,56000.0
2007-09-11,32.5750008,27.1685219,134800.0,134800.0
2007-09-12,32.6199989,27.2060509,54000.0,54000.0
2007-09-13,32.7099991,27.2811146,77800.0,77800.0
2007-09-14,33.0050011,27.5271587,2045800.0,2045800.0
2007-09-17,32.7750015,27.3353367,122800.0,122800.0
2007-09-18,33.5499992,27.9817009,157600.0,157600.0
2007-09-19,33.7599983,28.1568432,229400.0,229400.0
2007-09-20,33.9350014,28.3028221,103800.0,103800.0
2007-09-21,34.1650009,28.4946346,155000.0,155000.0
2007-09-24,34.0449982,28.3945599,375800.0,375800.0
2007-09-25,34.4949989,28.7939739,109800.0,109800.0
2007-09-26,34.8100014,29.0569038,118800.0,118800.0
2007-09-27,34.9449997,29.16959,110200.0,110200.0
2007-09-28,34.8149986,29.0610886,146000.0,146000.0
2007-10-01,35.4599991,29.5994663,264400.0,264400.0
2007-10-02,35.2750015,29.445055,121600.0,121600.0
2007-10-03,35.0099983,29.2238426,285400.0,285400.0
2007-10-04,35.2900009,29.4575729,88800.0,88800.0
2007-10-05,35.5,29.6328678,177400.0,177400.0
2007-10-08,35.4500008,29.5911388,131200.0,131200.0
2007-10-09,35.8600006,29.9333858,133000.0,133000.0
2007-10-10,35.4049988,29.5535755,1591000.0,1591000.0
2007-10-11,35.125,29.3198547,153200.0,153200.0
2007-10-12,35.4799995,29.6161728,90000.0,90000.0
2007-10-15,34.9949989,29.2113419,159400.0,159400.0
2007-10-16,35.0600014,29.2655926,94000.0,94000.0
2007-10-17,34.9700012,29.1904755,160800.0,160800.0
2007-10-18,35.0849991,29.2864532,85000.0,85000.0
2007-10-19,34.0649986,28.4350414,216200.0,216200.0
2007-10-22,34.375,28.6938019,428600.0,428600.0
2007-10-23,34.7999992,29.0485649,178000.0,178000.0
2007-10-24,34.8849983,29.1195049,223600.0,223600.0
2007-10-25,35.2449989,29.4200077,81800.0,81800.0
2007-10-26,35.125,29.3198547,111200.0,111200.0
2007-10-29,35.25,29.4241905,100200.0,100200.0
2007-10-30,34.9949989,29.2113419,85400.0,85400.0
2007-10-31,35.4850006,29.6203518,124400.0,124400.0
2007-11-01,34.9000015,29.1320362,149200.0,149200.0
2007-11-02,35.2900009,29.4575729,87200.0,87200.0
2007-11-05,35.2849998,29.4534073,82000.0,82000.0
2007-11-06,35.8250008,29.9041634,80600.0,80600.0
2007-11-07,35.0250015,29.2363663,102200.0,102200.0
2007-11-08,34.9550018,29.1779461,171400.0,171400.0
2007-11-09,34.4449997,28.7522316,97600.0,97600.0
2007-11-12,33.9500008,28.3390465,108000.0,108000.0
2007-11-13,34.6949997,28.9609127,96400.0,96400.0
2007-11-14,34.4449997,28.7522316,119000.0,119000.0
2007-11-15,33.9599991,28.3473873,104800.0,104800.0
2007-11-16,33.9550018,28.3432159,89400.0,89400.0
2007-11-19,33.4799995,27.9467239,177000.0,177000.0
2007-11-20,33.4350014,27.9091549,1755000.0,1755000.0
2007-11-21,33.0449982,27.5836163,123800.0,123800.0
2007-11-23,33.6549988,28.0927906,53800.0,53800.0
2007-11-26,33.2849998,27.783947,65800.0,65800.0
2007-11-27,33.7649994,28.1846199,116200.0,116200.0
2007-11-28,34.7949982,29.0443916,169200.0,169200.0
2007-11-29,34.6399994,28.9150085,93800.0,93800.0
2007-11-30,34.4000015,28.7146835,108600.0,108600.0
2007-12-03,34.5999985,28.8816051,80800.0,80800.0
2007-12-04,34.4399986,28.7480621,88200.0,88200.0
2007-12-05,34.8899994,29.1236858,151000.0,151000.0
2007-12-06,35.1749992,29.3615875,134800.0,134800.0
2007-12-07,35.3600006,29.5160255,142600.0,142600.0
2007-12-10,35.3400002,29.4993229,193800.0,193800.0
2007-12-11,34.1599998,28.5143337,92200.0,92200.0
2007-12-12,34.3300018,28.6562366,126000.0,126000.0
2007-12-13,34.5200005,28.8148308,41200.0,41200.0
2007-12-14,34.2949982,28.6270199,152200.0,152200.0
2007-12-17,33.5250015,27.9842815,59000.0,59000.0
2007-12-18,33.7900009,28.2054882,97400.0,97400.0
2007-12-19,33.625,28.0677509,72000.0,72000.0
2007-12-20,33.8250008,28.2346973,163800.0,163800.0
2007-12-21,34.5,28.7981453,55200.0,55200.0
2007-12-24,34.9099998,29.1403847,106000.0,106000.0
2007-12-26,34.9049988,29.1362133,154000.0,154000.0
2007-12-27,34.2550011,28.635479,67800.0,67800.0
2007-12-28,34.1650009,28.5602379,55600.0,55600.0
2007-12-31,33.9650002,28.3930492,74800.0,74800.0
2008-01-02,33.3300018,27.8622131,254600.0,254600.0
2008-01-03,33.7200012,28.1882343,121000.0,121000.0
2008-01-04,32.9650002,27.5570965,438800.0,438800.0
2008-01-07,32.4099998,27.0931454,275000.0,275000.0
2008-01-08,31.3349991,26.1945,472200.0,472200.0
2008-01-09,31.7700005,26.5581379,586200.0,586200.0
2008-01-10,32.0999985,26.8339939,167000.0,167000.0
2008-01-11,31.5450001,26.3700466,79800.0,79800.0
2008-01-14,31.7000008,26.4996185,298000.0,298000.0
2008-01-15,31.1599998,26.0482025,241000.0,241000.0
2008-01-16,31.0499992,25.9562511,299000.0,299000.0
2008-01-17,29.9300003,25.0199928,392200.0,392200.0
2008-01-18,29.8649998,24.9656525,242000.0,242000.0
2008-01-22,29.3999996,24.5769348,179200.0,179200.0
2008-01-23,29.5799999,24.7274075,227600.0,227600.0
2008-01-24,30.2150002,25.2582359,112200.0,112200.0
2008-01-25,30.1200008,25.1788139,60400.0,60400.0
2008-01-28,30.2700005,25.3042126,79200.0,79200.0
2008-01-29,30.6949997,25.6594906,68000.0,68000.0
2008-01-30,30.6700001,25.6385918,134400.0,134400.0
2008-01-31,31.1049995,26.0022297,114600.0,114600.0
2008-02-01,31.7099991,26.5079765,65800.0,65800.0
2008-02-04,31.6800003,26.4829025,86400.0,86400.0
2008-02-05,30.9099998,25.8392181,1680200.0,1680200.0
2008-02-06,30.5,25.496479,51800.0,51800.0
2008-02-07,30.5949993,25.5758896,68800.0,68800.0
2008-02-08,30.4950008,25.4923,44200.0,44200.0
2008-02-11,30.8150005,25.7598076,34000.0,34000.0
2008-02-12,31.0200005,25.9311695,102200.0,102200.0
2008-02-13,31.7299995,26.5246944,61600.0,61600.0
2008-02-14,31.2600002,26.1318016,50800.0,50800.0
2008-02-15,30.9349995,25.8601112,68600.0,68600.0
2008-02-19,31.1350002,26.0273056,94800.0,94800.0
2008-02-20,31.1049995,26.0022297,94400.0,94400.0
2008-02-21,30.5550003,25.5424595,194000.0,194000.0
2008-02-22,30.75,25.7054634,189800.0,189800.0
2008-02-25,31.2299995,26.1067219,65600.0,65600.0
2008-02-26,31.2399998,26.1150856,62200.0,62200.0
2008-02-27,31.1499996,26.0398388,58600.0,58600.0
2008-02-28,30.8950005,25.8266792,87800.0,87800.0
2008-02-29,30.1499996,25.2038956,49000.0,49000.0
2008-03-03,30.2299995,25.2707729,81800.0,81800.0
2008-03-04,29.9650002,25.0492477,156600.0,156600.0
2008-03-05,30.2700005,25.3042126,103000.0,103000.0
2008-03-06,29.8449993,24.9489307,86200.0,86200.0
2008-03-07,29.4349995,24.6061974,350600.0,350600.0
2008-03-10,28.7150002,24.0043087,210600.0,210600.0
2008-03-11,29.3050003,24.4975185,195600.0,195600.0
2008-03-12,29.1749992,24.3888435,72400.0,72400.0
2008-03-13,29.4699993,24.6354542,162200.0,162200.0
2008-03-14,29.1149998,24.3386917,83600.0,83600.0
2008-03-17,28.8600006,24.1255207,94400.0,94400.0
2008-03-18,29.6800003,24.8109989,211000.0,211000.0
2008-03-19,29.0949993,24.3219681,82200.0,82200.0
2008-03-20,29.1650009,24.3804874,152600.0,152600.0
2008-03-24,29.6900005,24.8193588,193000.0,193000.0
2008-03-25,29.8950005,25.0252876,155200.0,155200.0
2008-03-26,29.8400002,24.9792519,77400.0,77400.0
2008-03-27,29.5249996,24.7155609,73400.0,73400.0
2008-03-28,29.4850006,24.6820774,136600.0,136600.0
2008-03-31,29.5349998,24.7239246,152000.0,152000.0
2008-04-01,30.4750004,25.5108109,116000.0,116000.0
2008-04-02,30.5300007,25.5568562,159400.0,159400.0
2008-04-03,30.4400005,25.4815121,515000.0,515000.0
2008-04-04,30.6399994,25.6489296,70800.0,70800.0
2008-04-07,30.5499992,25.5735874,63400.0,63400.0
